title,content,publish_time,source,url,crawl_time,category
赵继伟双喜篮门！郭艾伦太谦虚，但下赛季或将联手张镇麟和王哲林,赵继伟双喜篮门！郭艾伦过于谦虚，但是要是下赛季加盟上海队联手张镇麟和王哲林也不是不可能的事情！ 辽篮队长赵继伟最近可谓是双喜临门。首先是作为辽宁全运会代表登台发言；其次是他又有了新的代言。 赵继伟球技一流，人品也没得说，是少有的零绯闻的本土篮球明星，形象非常的正面。所以，他才有资格作为辽宁第十五届全运会代表上台发言。 赵继伟说，这届全运会可能是自己职业生涯的最后一届全运会了，虽然问题和困难很多，但是不想留下任何遗憾。所以，以辽篮为基本盘组建的这支辽宁男篮成年组队伍，这届全运会的目标仍然不会变，意思就是还要争冠。 大家知道，辽篮过去两届全运会拿了两连冠，那么这一届要是再夺冠，那就是三连冠了。也不知道东拼西凑而来，阵容强大的广东男篮主教练杜锋和四川男篮主教练王博，听了赵继伟的这番话后会是什么样的反应呢？因为这两支球队也都想争冠，但是冠军只有一个，不是你想拿就能拿得到的。 而正是因为赵继伟的精湛球技和良好的公众形象，所以他这几年的代言也是越来越多。这不，继伟又接了一单代言，也就意味着又有一笔比较可观的收入进入自己的腰包。 当然，这都是球员用自己在球场上的表现赢得的，如果说你不思进取，不是头部球星，商家怎么会看你一眼呢？ 郭艾伦在上海参加体育活动时打了乒乓球、射了箭、打了网球，还玩了冰壶。但这些虽然都是体育运动项目，可是没有一样是自己的专业。所以，他在尝试了不同的运动项目之后十分谦虚地说，感觉自己的运动细胞很差。但是术业有专攻，很正常。 聊到郭艾伦去上海参加活动，他最近这几年不仅年年都去，而且今已经去过多次。且这个休赛期也曾传出过他转会上海队的消息，虽然接下来的这个赛季广州队肯定不会交易他，但是合同到期后就不一定了。 而郭艾伦也已经到了职业生涯的尾巴上，理论上来说，他下一步首选的两座城市不是上海就是京城，因为一个是魔都，另一个就更不用说了。选这种大城市的球队效力的好处是，将来退役了，也可以顺便在那里安家落户，好好享受生活。 那么下赛季郭艾伦要是真的选择加盟主场设在国际大都市上海的上海队，和他的辽篮前队友张镇麟以及王哲林做队友，大家也不要感到惊讶和意外。不妨可以看看周琦和赵睿的选择，他俩为什么挤破头都要加盟北京首钢队呢？就是为自己将来退役以后的生活和工作提前布局。 举个最简单的例子，退役以后无论是办篮球培训班还是投资其他领域，好像发展前景都会更好一些。大家觉得呢？,2025-10-21 22:55:31,网易新闻,https://www.163.com/dy/article/KCE6HBTB0549AV2P.html,2025-10-28 08:15:28,体育
于汉超一脸不甘，申花外援还未续约，斯帅两招被摸透 2场决战更难,对于申花来说，好消息是上海海港、成都蓉城本轮同时掉链子，坏消息是申花也没好到哪去，唯一的安慰是拿到了1分，距离上海海港还有2分的差距，最后出现同分的可能性降低。斯卢茨基过于自信了，亚冠全主力出战。主力的体能消耗殆尽，开场丢的两个球很类似，都是被打了一个措手不及，开场没抢好，申花球员注意力不集中，太累了。 亚冠并不是要完全放弃，而是要有主次之分，一场踢首尔不能决定最终能否小组出线，但是一场中超，决定了最终的争冠走势。若今年还是1分丢冠，就太可惜了，还不如像泰山队、国安一样早早的没有了悬念，给球迷希望，又失望。斯卢茨基本场展现了什么叫做黔驴技穷，比赛最后时刻，换上了刘诚宇，踢三中锋战术，但阿苏埃踢了一会才明白，自己应该拉边拿球。 很显然上海申花是没有三中锋这个预案的，到了绝境中，于汉超又上不了，才临时调整。于汉超因为伤病的原因，本场比赛进入到了大名单，却没有上场，更多的是要在替补席为球队压阵。比赛最后时刻，于汉超站在场边一脸不甘，心有余而力不足，对于一名38岁的老将来说，这很有可能是他职业生涯最后一个赛季，不拿冠军就没有机会了。 赛后，外援路易斯表示：“感到很失望，明年我不知道还会不会在这里”。本赛季上海申花主要的问题在于外援，路易斯发挥很一般，伤病也很多，按照球员的说法，他暂时没有续约，申花也不太可能继续留下他了。特谢拉在场上帮倒忙，最后时刻对廖锦涛的行为，严格一点会被追加处罚，太不冷静了，阿苏埃更是碌碌无为。 斯卢茨基作为主教练，上任以来就两招，已经被摸透了，第一招靠双中锋冲击，传中抢点，上个赛季有马莱莱，这一招屡试不爽，也让申花错认为谁来都行，不续约马莱莱，本赛季申花一个进球上双的前锋都没有。第二招靠老将吴曦和于汉超的个人能力，吴曦已经燃尽了，本场打进一球、制造一粒点球，他本赛季各项赛事打进8球8助攻，创造生涯新高，但也未能在主场拿下三分。 踢客场战绩不佳的大连英博都没有拿下比赛胜利，最后两场对阵深圳新鹏城和天津津门虎，难度将会更大。深圳在陈涛上任之后，取得了两连胜，上个赛季申花2-2战平深圳新鹏城，最终丢冠，今年又是熟悉的对手、熟悉的处境。末轮客场踢津门虎，更是一场恩怨局，上海申花只能靠球员的决心，争取能够拿到两连胜，其他的只能听天由命，指望海港、成都犯错。,2025-10-27 12:29:04,网易新闻,https://www.163.com/dy/article/KCSJ6UIT05498UIO.html,2025-10-28 08:15:31,体育
梅总赢球决赛在望，穆塞蒂被轰倒，宁波为狗庆生，18岁新星进四强,每天三分钟，知晓天下网球事。球迷朋友大家好，今天是2025年10月18日星期六，欢迎收听收看由《网球之家》为您提供的新闻午报。 北京时间昨晚，本周的三站ATP250赛事相继结束了单打1/4决赛，四强全部产生。阿拉木图站：2号种子、俄罗斯名将梅德维德夫以7-5 6-2击败匈牙利人马洛桑，顺利晋级四强。接下来，他将和澳大利亚资格赛球员达克沃斯争夺一张决赛入场券，后者以6-3 6-2爆冷将3号种子科博利淘汰出局。 另外两个四强席位被法国人穆泰和美国新星米克尔森获得，前者以6-4 7-5送走德国人斯特鲁夫；后者以6-3 3-6 6-2淘汰日本人望月慎太郎。 布鲁塞尔站：头号种子、意大利名将穆塞蒂被法国大炮佩里卡德的强力发球轰倒，4-6 6-7(8)连丢两盘告负，无缘四强。4号种子、西班牙名将弗基纳也没能赢球，被比利时外卡球员科利尼翁7-6(5) 6-1淘汰出局。另外两个四强席位归属于捷克人莱赫卡和加拿大名将阿利亚西姆。 斯德哥尔摩站：“北欧双鲁”相继赢球，携手晋级四强。其中，头号种子鲁内以6-7(4) 6-3 6-4逆转阿根廷人埃切维里；2号种子鲁德以6-7(5) 6-4 6-4逆转美国人科达。3号种子沙波瓦洛夫和4号种子恩贝尔也分别战胜各自对手，挺进半决赛。这样一来，本站的四强席位被前四号种子包揽。 我们再来关注女子赛场。北京时间昨晚，WTA500宁波网球公开赛结束了单打1/4决赛，四强席位落定。硕果仅存的中国金花朱琳以6-2 3-6 1-6遭7号种子施耐德逆转，无缘四强。获胜的俄罗斯人将和同胞亚历山德洛娃争夺决赛权，后者以6-3 6-3击败美国人凯斯勒。 3号种子莱巴金娜发挥出色，以6-2 6-0送蛋横扫资格赛球员汤姆贾诺维奇，强势晋级四强，也继续保留入围年终总决赛的希望。半决赛，她将和2号种子鲍里妮相遇，后者经过3小时22分钟的鏖战，以5-7 7-5 6-3艰难逆转了6号种子、瑞士名将本西奇。 我们再来关注一条场外消息。在去年宁波站赛事期间，赛事监督Clare女士在下雨天的路边捡到一只流浪小狗，后来由赛事方收养并委托给了专门的饲养人。这只幸运的小狗名叫Bobi。 如今，一年过去了，小Bobi已经长大了，并成为球员和工作人员的团宠。赛事方还特地为Bobi举办了小小的“生日会”，庆祝它和宁网结缘一周年。与小狗关系密切的捷克名将克雷吉茨科娃今年因伤未能来宁波参赛，但是她特意拜托赛事总监将礼物和手写信带到了宁波，为小狗庆生。有球迷调侃：我的生日过得还不如一条狗！ 我们再把目光转向日本。北京时间昨晚，WTA250大阪站单打四强出炉。从资格赛突围的18岁捷克新星瓦伦托娃以4-6 6-2 6-3逆转6号种子达尼洛维奇，今年也是职业生涯第二次跻身巡回赛四强。接下来，她将和收到大坂直美退赛礼的克里斯蒂安争夺决赛权。另外两个四强席位被科斯蒂亚和费尔南德斯获得，前者以6-2 2-6 6-2淘汰格鲁比奇；后者以7-6(2) 6-3击败斯拉姆科娃。 最后来猜一猜认一认。下面这张图片是一位球员赢球之后激动不已。不作提示，您能认出他是谁吗？ 上期的猜一猜，球友给出了正确答案。没错，图片上的人就是美国名将阿尼西莫娃。 （来源：网球之家 作者：特立独行）,2025-10-18 13:57:08,网易新闻,https://www.163.com/dy/article/KC5ILJ4B05298CTE.html,2025-10-28 08:15:32,体育
近15支中超半程冠军仅两支最终无缘夺冠，均为北京国安,在主场2-4被青岛海牛绝杀之后，中超“半程冠军”北京国安彻底宣告无缘本赛季中超冠军。自2009年以来，除2020年与2021年疫情期间的赛会制外，15支半程冠军里只有两支无缘最终的中超冠军，一支是北京国安，另一支也是北京国安。 本赛季中超半程过后，北京国安以2个净胜球的优势力压上海申花成为半程冠军，当时国安10胜5平保持不败。 中超第17轮，国安主场1-3不敌申花，输掉了这场关键的榜首大战。第18轮，国安客场0-2不敌成都，在争冠中失去了主动权。第23轮，国安客场0-6惨败山东，球队士气严重受挫。接下来，国安负河南、海港、新鹏城、海牛，近6轮1胜5负，彻底宣告无缘冠军。 在中超历史上，除去两年赛会制比赛，20支半程冠军里有17支最终夺得了冠军，概率极高。三支无缘冠军的分别是2008年的陕西中新浐灞、2019年的北京国安和2025年的北京国安。 2019赛季，北京国安以13胜2负的战绩成为了半程冠军，但当时也只领先恒大和上港2分，最终国安以2分之差落后恒大无缘冠军。 历年中超冠军与最终冠军 2004年：深圳健力宝、深圳健力宝 2005年：大连实德、大连实德 2006年：山东鲁能泰山、山东鲁能泰山 2007年：长春亚泰、长春亚泰 2008年：陕西中新浐灞、山东鲁能泰山 2009年：北京国安、北京国安 2010年：山东鲁能泰山、山东鲁能泰山 2011年：广州恒大、广州恒大 2012年：广州恒大、广州恒大 2013年：广州恒大、广州恒大 2014年：广州恒大、广州恒大 2015年：广州恒大淘宝、广州恒大淘宝 2016年：广州恒大淘宝、广州恒大淘宝 2017年：广州恒大淘宝、广州恒大淘宝 2018年：上海上港、上海上港 2019年：北京中赫国安、广州恒大淘宝 2022年：武汉三镇、武汉三镇 2023年：上海海港、上海海港 2024年：上海海港、上海海港 2025年：北京国安、？,2025-10-26 21:46:25,网易新闻,https://www.163.com/dy/article/KCR0MP1H0549BAP0.html,2025-10-28 08:15:35,体育
热刺排英超第3仍有烦恼！夏窗两大新援表现糟糕恐沦为水货,英超第9轮比赛， 热刺在客场3-0击败埃弗顿，排名升至联赛第3位。上半场，中卫范德芬梅开二度，萨尔终场前头球破门，为球队3-0锁定胜局。尽管主帅托马斯·弗兰克对比赛结果感到满意，但仍有多名球员发挥不佳，尤其是新援哈维·西蒙斯和穆阿尼。 今年夏天，热刺以6500万欧元从RB莱比锡签下攻击型中场哈维·西蒙斯，希望他能在麦迪逊缺席的情况下为球队带来前场创造力和进球。据Sofascore统计，西蒙斯在2023/24和2024/25两个完整赛季中为莱比锡各项赛事贡献了21球21助攻，证明他具备在进攻端提供高质量表现的能力。 然而，这位荷兰国脚在对阵埃弗顿的比赛中，全场0射门、0关键传球、0成功过人、0创造重大机会，仅获得《Football Insider》4/10的评分。本赛季至今，西蒙斯在6场英超比赛中0进球1助攻，弗兰克显然需要他从进攻端提供更多贡献。 不过，西蒙斯还不是热刺场上表现最差的球员，夏窗从巴黎圣日耳曼租借而来的法国中锋穆阿尼表现更为糟糕。客场面对埃弗顿，穆阿尼首次获得代表热刺首发机会。然而，这位法国国脚的表现证明他配不上热刺本的主力九号位。赛后，《Football Insider》仅给他打出2/10的评分。 作为场上唯一的中锋，穆阿尼需要承担起拿球、缓解球队压力并成为前场进攻支点的作用。但他全场8次对抗输了7次，对抗成功率仅12%，对手后卫轻松压制了他。此外，穆阿尼15次触球中就有4次失误，说明他的控球和技术能力远不达标，身体对抗也处于下风。 第62分钟，托马斯·弗兰克用理查利森换下了穆阿尼。据Sofascore数据，理查利森在28分钟的出场时间内，15次触球仅1次失误，赢得2次对抗，并用头球回做助攻萨尔破门，表现远胜穆阿尼。 本赛季，理查利森已在英超贡献3球1助攻。在接下来英超对阵切尔西的比赛中，他可能会更受热刺主帅青睐。而穆阿尼在热刺的地位，则会直线下降。毕竟热刺的伤病名单中还躺着一位索兰克，他可是热刺在2024年夏窗引进的英超标王。,2025-10-27 18:00:19,网易新闻,https://www.163.com/dy/article/KCT649LR05299SS8.html,2025-10-28 08:15:38,体育
温格：巴萨失去伊尼戈导致后防缺乏经验；姆巴佩的跑位很关键,西班牙国家德比，皇马主场2-1战胜巴萨。温格在beIN SPORTS点评了双方的表现。 关于巴萨 “你要努力让球队恢复平衡，重新激发他们的斗志，设定目标争取比上赛季表现更好。但说到巴塞罗那的情况，我觉得他们后防线上失去了伊尼戈-马丁内斯——这位经验丰富的球员。今天你可以看到，在姆巴佩进球的过程中，巴塞罗那的防守缺乏成熟度和经验。今天他们缺少莱万多夫斯基和拉菲尼亚这两名经验丰富的球员，这就是为什么我说巴塞罗那在今天的决胜时刻整体表现缺乏成熟度。” 关于皇马 “而当你想要赢得一场重要比赛时，关键在于如何处理比赛中的关键时刻。那么姆巴佩在今天的比赛中做了什么呢？他始终穿插在两名中卫身后寻找空当——适时前插，并告诉中场球员：‘每次你们拿球时注意我，我会接球前插’。贝林厄姆今天的传球非常出色，但巴塞罗那今天没有这样的球员来制造这种差异。最终你只能空手而归，而那种特殊的、顶级的球员特质，才能为你赢得比赛、决定比赛走势。”,2025-10-27 14:29:02,网易新闻,https://www.163.com/dy/article/KCSQ2K1D0549BAP0.html,2025-10-28 08:15:39,体育
狂赢29分！辽篮3连胜，张陈治锋20分，王岚钦14分，产生5个没想到,2025年全运会男篮热身赛在辽宁丹东打响了收官之战，东道主辽宁男篮对阵山东男篮。经过4节较量，辽宁男篮以106-77大胜山东队29分，热身赛3战3胜，可谓勇猛。张陈治锋独砍20分，王岚钦14分。就此役来看，起码产生5个没想到。 此前2场比赛，辽宁队先赢四川，再加时苦战险胜北京队，拿到2连胜。山东男篮则是1胜1负，上一场击败了四川队。此番较量，辽宁队主帅杨鸣安排付豪、俞泽辰、张陈治锋、赵继伟和李虎翼首发。山东队主帅鞠维松则是派上贾诚、何思雨、陈玖璋、赵军豪和王岚钦首发。这是王岚钦代表山东队对阵老东家辽宁队，很有看头。而高诗岩替补登场对阵山东队，也挺有意思。 辽宁队开局就展现出了强大的攻击力，一波9-0打得山东队毫无脾气。尽管何思雨用三分球做出了回应，但随后又被辽宁队打出5-0，直接就领先两位数。山东队利用外线连续追分，首节战罢，辽宁队25-20领先5分，王岚钦9分。 到了第二节，山东队突然发力，打出一波小高潮，愣是实现了反超。稳住阵脚后，辽宁队打出一波14-0，以41-28领先13分，打停了山东队。可惜，暂停也未能破解球队的进攻乏力问题，反倒是被辽宁队又打出了一波8-0，也真是没谁了，直接就领先20分了。半场战罢，辽宁男篮55-33领先22分。付豪10分，赵继伟11分，张陈治锋8分。山东队何思雨12分，王岚钦第二节没得分，依旧是9分。 易边再战，辽宁男篮火力不减，基本上保持着两位数的领先优势，丝毫不给山东队翻盘的机会。三节战罢，辽宁男篮80-59领先21分。 末节决战，辽宁男篮继续火力全开，一度差点领先达到30分。再看山东男篮，没有陶汉林和陈培东是真不行啊，无奈吞下一场77-106的惨败，只能说，鞠维松临时凑得这个队伍，战斗力确实有待提升啊。 想想全运会已经近在眼前了，就这样的状态，山东全运男篮想要拿到好的成绩，怕是很难啊。而在少了陶汉林和陈培东之后，山东男篮的战斗力差了很多，鞠维松尽力了， 可惜也是枉然，静待他俩早点回归吧。 辽宁男篮三战3胜，结束了全运会的热身赛之旅，接下来就要准备全运会的正赛了，作为卫冕冠军，辽宁男篮想要实现夺冠，杨鸣压力可不小啊。 辽宁男篮此役6人得分上双，张陈治锋20分，赵继伟13分，付豪13分，李虎翼12分，俞泽辰11分，吴昌泽11分，高诗岩4分。 山东男篮仅10人出战，3人得分上双，何思雨25分，王岚钦14分，方宇瀚19分，刘冠岑8分，陈玖璋7分。 就这场比赛来看，起码诞生了5个没想到—— 1、没想到，辽宁男篮打了3场热身赛，全部都拿到了胜利，彰显了战斗力的强大。 2、没想到，张陈治锋成长起来了，在韩德君退役之后，这位年轻人终于支棱起来了，对阵山东队独砍20分，可以让杨鸣安心了。 3、没想到，山东男篮真的是弱啊，少了陶汉林和陈培东之后，鞠维松临时凑得阵容，真是打得太不可理解了。 4、没想到，高诗岩与辽宁男篮真的是太默契了，在郭艾伦已经远去之后，高诗岩如果重返辽宁，和赵继伟搭档组成新的双子星，一定会很幸福的。 5、没想到，赵继伟老当益壮，在全华班模式下，他真是这支球队绝对的脊梁，不但能组织，还能砍分，有他在，辽宁男篮的定海神针就在。 各位觉得呢？欢迎留言！,2025-10-19 21:56:49,网易新闻,https://www.163.com/dy/article/KC8V18JB05495799.html,2025-10-28 08:15:42,体育
中足联新闻宣传委员会成立，共筑联赛传播新平台,近日，为贯彻落实党的二十届四中全会精神，加强足球文化建设，营造积极向上的足球氛围，中国足球职业联赛联合会（以下简称“中足联”）在广西南宁召开新闻宣传委员会第一次会议。该委员会的设立旨在进一步完善中足联新闻宣传工作体系，凝聚媒体共识，共同营造中国职业足球健康发展的良好舆论环境。中足联有关领导出席，新任新闻宣传委员会委员共同参加会议。 会议介绍了中足联成立以来在新闻宣传方面的初步发展成果、新闻宣传委员会的基本情况、并向首批委员颁发证书。参会委员们积极建言献策，表示将认真履职、发挥专业优势、做好媒体传播工作，推动培育积极向上的职业足球文化。会议还讨论了委员会工作规范、2026年工作计划、集体学习了加快建设文化强国的相关精神。 新闻宣传委员会的成立，标志着中足联新闻宣传体系建设迈出重要一步。委员会将作为重要平台，整合媒体资源、规范新闻服务、引导社会共识，持续为塑造中国职业足球品牌、推动职业足球事业高质量发展提供支撑。,2025-10-27 16:02:00,网易新闻,https://www.163.com/dy/article/KCSVCRDV0549BAP0.html,2025-10-28 08:15:45,体育
德比战前互让子，皇社和毕包各增两名伤员无缘巴斯克德比,北京时间11月2日凌晨1点30分，本赛季第一场巴斯克德比将会打响。 不过在这场比赛到来之前，皇家社会和毕尔巴鄂竞技各增加了两名伤员，这四名球员很有可能无缘巴斯克德比。 毕尔巴鄂竞技后卫拉波尔特左脚踝外侧副韧带受伤、莱奎右腿长收肌受伤；皇家社会中场扬赫尔右腿比目鱼肌受伤、前锋卡里卡布鲁左腿腓肠肌受伤，都很有可能赶不上这场巴斯克德比。 此外，毕尔巴鄂竞技球员大威廉斯、普拉多斯、埃吉鲁斯、皇家社会球员奥斯卡松和鲁佩雷斯同样将因伤缺阵，久保建英能否恢复目前存疑。 当然，和毕尔巴鄂竞技不同，皇家社会还要在巴斯克德比到来之前与内格雷拉进行一场国王杯较量。,2025-10-27 15:18:31,网易新闻,https://www.163.com/dy/article/KCSST7NU0549BAP0.html,2025-10-28 08:15:48,体育
以攀登之姿迎十五运，广州塔国际登高赛热力开跑,广州塔国际登高赛完赛选手合影 魏彤/摄 南方财经记者魏彤 广州报道 正值第十五届全国运动会开幕倒计时21天，来自全球35个国家和地区的2000名嘉宾和选手，以攀登之姿迎接这场盛会。 10月19日上午，由广东经济科教频道和广州塔联合主办的中国光大银行第十二届广州塔国际登高赛圆满举办。来自比利时、波兰、丹麦、美国、印度、伊朗等国驻穗总领事馆的代表来到现场，为十五运送上祝福。 本届大赛设男子、女子及团体等多个组别，上午9时，选手们向广州塔2738级阶梯的核心筒赛道发起挑战。经过激烈的角逐，韦义庞以15分07秒的成绩获得男子组冠军，姚丽萍以19分06秒的成绩勇夺女子组冠军；由余良锋、谢正江、戴燕雪组成的队伍获得团体组冠军，总用时59分钟。 “这是我第五次参加广州塔国际登高赛，可以说一次比一次快。”韦义庞表示，他平时就很喜欢跑步、爬山等运动，参加这座中国最高塔的登高比赛他认为很有意义。 郑冰铃作为第三位到达的选手边擦汗边告诉南方财经记者，今年的成绩虽然不是第一，但她感觉在十五运会的带动下，全国各地的运动氛围，包括身边跑友的运动激情也更加浓烈。 “我也拿到了第五块广州塔登高赛的奖牌，非常漂亮。”郑冰铃向镜头展示了手中的奖牌。 广州塔国际登高赛选手郑冰铃 魏彤/摄 在马拉松世界冠军、中国女子全马纪录保持者孙英杰女士的见证下，现场举行了慈善授牌仪式。本届赛事共募集公益善款/物约17万元，其中爱心企业捐赠的款/物将用于广州市慈善会微心愿·善暖万家、爱蕾行动、广州市慈善会慈善医疗帮扶项目；本届大赛选手报名费的10%用于中国光大银行广州分行对口帮扶的江门鹤山，用于教育、医疗、扶贫等慈善项目。 至此，广州塔登高赛十二年来累计慈善额度已超过268万元。 广州市慈善会副秘书长熊静茹女士在采访中表示：“我们欣喜地看到，登高赛与慈善的深度融合，为这项赛事注入了更丰富的内涵。未来，我们将继续依托广州塔这一城市窗口，赋能全民健身，传播慈善正能量，让‘向上攀登’与‘向善而行’成为广州独特的城市风景。” 值得一提的是，广州塔国际登高赛近日成功入选国家体育总局“2025中国体育旅游精品项目”。这标志着该项赛事已从一项群众体育活动，升华为获得国家认可、承载文旅融合战略的城市名片。 办赛十二年来，广州塔登高赛吸引了全球上百万选手线上线下积极参与，为广州赋予了时尚、健康、向上的活力元素。赛事也已成为迄今为止全球最大规模、全国最具影响力的地标登高赛事，与“广州马拉松”“广州国际龙舟邀请赛”共同组成了广州海陆空赛事体系。 广州塔国际登高赛选手冲刺瞬间 魏彤/摄 本次大赛由十五运会和残特奥会广州赛区执委会、广东省人民政府外事办公室、广东省人工智能与机器人产业创新发展工作领导小组办公室、广东省人工智能与机器人产业联盟、广州市文化广电旅游局、南方财经全媒体集团、广州市城市建设投资集团有限公司指导，广东经济科教频道、广州塔旅游文化发展股份有限公司联合主办、广东经视文化传媒有限公司承办，广州市城投低空产业投资有限公司协办。大赛得到了光大永明保险的保险支持，以及广州市慈善会、广州塔阿尔法探索乐园等多位合作伙伴的协助与服务。,2025-10-19 22:11:04,网易新闻,https://www.163.com/dy/article/KC91ASH205199NPP.html,2025-10-28 08:15:51,体育
